Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Due Date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
test the peer's pvt data reconciliation,FABG-822,37666,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,Baha-sk,Baha-sk,Baha-sk,14/Feb/19 4:53 AM,14/Feb/19 6:04 AM,28/Oct/23 3:25 AM,14/Feb/19 6:04 AM,,,,,,,,0,,,"when peers reconcile private data  (collection policy update, new peer, peer restart, etc.), Fabric now has a mechanism to reconcile private data collection to catch up with up to date peers on the network.

 

create a test in the Go SDK to simulate a scenario with private data reconciliation.

 ",,Baha-sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00brj:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),Baha-sk,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
The sdk-go tests are failing consistently in the sdkgo integration tests,FABG-823,38181,,Bug,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,troyronda,sambhavdutt,sambhavdutt,05/Mar/19 1:09 AM,19/Mar/19 8:13 PM,28/Oct/23 3:25 AM,12/Mar/19 1:53 AM,,,,,,,,0,ci-failure,,"The sdkgo tests are failing in the integration tests, error getting additional Endorsers,


*Consistent:* Yes
*Branch:* master
*Platform:* s390x, x86_64
*Error Snippet:*

{code:java}
15:25:10 chaincoded_1         | 2019-03-01 20:25:10.483 UTC [shim] handleGetState -> ERRO 001 [7b7527e2] GetState received error ERROR
15:25:10 integration-tests_1  | Installing and instantiating example chaincode...Done [739 ms]
15:25:10 integration-tests_1  |  [fabsdk/client] 2019/03/01 20:25:05 UTC - invoke.(*SelectAndEndorseHandler).Handle -> WARN error getting additional endorsers: error getting additional endorsers: error getting channel response for channel [orgchannel]: Discovery status Code: (11) UNKNOWN. Description: error received from Discovery Server: failed constructing descriptor for chaincodes:<name:""example_pvt_cc_20190301202135rb3izm7gml"" collection_names:""collection1"" > 
15:25:10 integration-tests_1  | --- FAIL: TestPrivateDataReconcilePutAndGet (2.75s)
15:25:10 integration-tests_1  |     channel_client_pvt_test.go:423: Got response payload: []
15:25:10 integration-tests_1  |     channel_client_pvt_test.go:435: Got response payload: []
{code}

*Build Log*

https://logs.hyperledger.org/production/vex-yul-hyp-jenkins-3/fabric-sdk-go-tests-merge-x86_64/979/",,rameshthoomu,sambhavdutt,vijaypunugubati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,bda01c9488d7b007adf7b6624c0b21ae99343d12,Unset,No,,,"1|i00ehj:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),rameshthoomu,sambhavdutt,vijaypunugubati,,,,,,,,,,,,,,,,,"12/Mar/19 1:53 AM;sambhavdutt;The tests are working as expected.;;;",,,,,,,,,,,
Allow for provider-specific options in SDK,FABG-824,38229,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,bstasyszyn,bstasyszyn,bstasyszyn,06/Mar/19 7:25 AM,07/Mar/19 8:42 AM,28/Oct/23 3:25 AM,07/Mar/19 8:42 AM,,,,,,,,0,,,"Sometimes it's desirable to ""send"" an option to a specific service provider (if you know the implementation of the provider) when creating an instance of the SDK. There should be a way to pass these provider-specific options to the SDK.",,bstasyszyn,,,,,,,,,,,,,,,,,,,,,,FABG-825,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00er3:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bstasyszyn,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Add client error handler to the SDK,FABG-825,38230,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,bstasyszyn,bstasyszyn,bstasyszyn,06/Mar/19 7:35 AM,07/Mar/19 11:29 PM,28/Oct/23 3:25 AM,07/Mar/19 11:29 PM,,,,,,,,0,,,"The client should be notified of errors that occur in any of the services and then be allowed to handle the error. For example, the Discovery Service performs background refreshes and may get an error from the server. if, say, the error is fatal (i.e. retries would be ineffectual) then the client should have the opportunity to recover (for example, by recreating the SDK).",,bstasyszyn,,,,,,,,,,,,,,FABG-824,FABG-827,FABG-826,,,,,,FABG-818,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00erb:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bstasyszyn,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Ability to close a client context in SDK,FABG-826,38233,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,bstasyszyn,bstasyszyn,bstasyszyn,06/Mar/19 8:31 AM,07/Mar/19 11:28 PM,28/Oct/23 3:25 AM,07/Mar/19 11:28 PM,,,,,,,,0,,,"When handling an error, it should be possible to close all resources specific to a client context and not have to close the entire SDK. For example, in the case that a user is revoked, you could close the clients associated with that user without affecting other clients.",,bstasyszyn,,,,,,,,,,,,,,,,,,,,,,FABG-818,FABG-825,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00erz:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bstasyszyn,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Close individual client context,FABG-827,38245,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Duplicate,bstasyszyn,bstasyszyn,bstasyszyn,06/Mar/19 10:00 PM,06/Mar/19 10:17 PM,28/Oct/23 3:25 AM,06/Mar/19 10:17 PM,,,,,,,,0,,,"The SDK currently has a Close() function that shuts down all clients in all contexts, i.e. channel client, resource mgmt client, event client, etc. If, say, client contexts have been created with different users, it would be more efficient to shut down clients associated with an individual context without affecting other clients. For example, in the case that a user is revoked, you could shut down the clients associated with that user without affecting other clients.",,bstasyszyn,,,,,,,,,,,,,,,,,,,,,,FABG-825,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00eun:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bstasyszyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Do not include pin in context handle cache key,FABG-828,38436,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,sudeshrshetty,sudeshrshetty,14/Mar/19 2:03 AM,12/Apr/19 12:33 AM,28/Oct/23 3:25 AM,12/Apr/19 12:33 AM,,,,,,,,0,fabric-sdk-go,,,,sudeshrshetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FABG-829,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00fyf:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),sudeshrshetty,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Consistent TestRevokedCertificate fail in sdk-go unit tests due to expired certificate.,FABG-829,38519,,Bug,Closed,FABG,Fabric SDK Go,software,troyronda,,,High,Done,sudeshrshetty,sambhavdutt,sambhavdutt,15/Mar/19 10:51 PM,20/Mar/19 11:23 PM,28/Oct/23 3:25 AM,20/Mar/19 11:22 PM,v1.4,,,,,,,0,ci-blocker,unit-test,"There have been consistent fails in the go unit-tests, Observed revoked certificate error in membership_test.go

*Branch:* master
*Platform:* s390x, x86_64
*Error Snippet:*

{code:java}
17:18:48 --- FAIL: TestRevokedCertificate (0.00s)
17:18:48     membership_test.go:84: Expected error for revoked certificate
17:18:48  [fabsdk/fab] 2019/03/14 21:18:48 UTC - membership.areCertDatesValid -> WARN Certificate error 'Certificate provided is not valid until later date' for cert '1'
17:18:48  [fabsdk/fab] 2019/03/14 21:18:48 UTC - membership.(*identityImpl).Validate -> ERRO Cert error Certificate provided is not valid until later date
17:18:48  [fabsdk/fab] 2019/03/14 21:18:48 UTC - membership.areCertDatesValid -> WARN Certificate error 'Certificate provided has expired' for cert '1'
17:18:48  [fabsdk/fab] 2019/03/14 21:18:48 UTC - membership.(*identityImpl).Validate -> ERRO Cert error Certificate provided has expired
17:18:48  [fabsdk/fab] 2019/03/14 21:18:48 UTC - membership.(*identityImpl).Validate -> ERRO failed to deserialize identity: MSP BadMSP is unknown
17:18:48 FAIL
17:18:48 coverage: 72.7% of statements
17:18:48 FAIL	github.com/hyperledger/fabric-sdk-go/pkg/fab/channel/membership	0.043s
{code}

*Build Log*

https://logs.hyperledger.org/production/vex-yul-hyp-jenkins-3/fabric-sdk-go-tests-merge-x86_64/1010/",,sambhavdutt,sudeshrshetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FABG-828,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,f198238ee7dac8113e84a445a49fc4daf37bc251,Unset,No,,,"1|i00gef:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),sambhavdutt,sudeshrshetty,,,,,,,,,,,,,,,,,,"20/Mar/19 11:22 PM;sudeshrshetty;fixed in [https://gerrit.hyperledger.org/r/#/c/30099/];;;",,,,,,,,,,,
Add wait method for chaincoded ,FABG-830,38614,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,firas.qutishat,firas.qutishat,21/Mar/19 2:57 AM,12/Apr/19 12:32 AM,28/Oct/23 3:25 AM,12/Apr/19 12:32 AM,,,,,,,,0,,,,,firas.qutishat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00gz3:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),firas.qutishat,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Update Golang Max Supported Version to 1.11.5,FABG-831,38683,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,rolsonquadras,rolsonquadras,rolsonquadras,23/Mar/19 12:11 AM,28/Mar/19 1:21 AM,28/Oct/23 3:25 AM,28/Mar/19 1:21 AM,,,,,,,,0,,,"Currently, Max version of golang supported is 1.11.4 in fabric-sdk-go. This needs to be increased to 1.11.5 to be comparable with Hyperledger fabric - https://github.com/hyperledger/fabric/blob/release-1.4/ci.properties.",,rolsonquadras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00hdj:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),rolsonquadras,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,"25/Mar/19 10:42 PM;rolsonquadras;Changes are pushed as part of https://gerrit.hyperledger.org/r/#/c/30318/;;;",,,,,,,,,,,
Switch lint tool from gometalinter to golangci-lint,FABG-832,38711,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,rolsonquadras,rolsonquadras,rolsonquadras,25/Mar/19 10:20 PM,28/Mar/19 1:21 AM,28/Oct/23 3:25 AM,28/Mar/19 1:21 AM,,,,,,,,0,,,"Gometalinter has been deprecated and will be archived (not deleted) on April 7th, see [https://github.com/alecthomas/gometalinter/issues/590].

It also either does not fully support go moduled projects, or only partially supports them - see [https://github.com/alecthomas/gometalinter/issues/562].

They suggest users migrate to golangci-lint. This tool offers better documentation, is actively developed, and claims up to 5x better performance.",,rolsonquadras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00hiv:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),rolsonquadras,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Release v1.0.0-alpha5,FABG-833,38803,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,firas.qutishat,firas.qutishat,firas.qutishat,28/Mar/19 1:37 AM,30/Mar/19 12:32 AM,28/Oct/23 3:25 AM,30/Mar/19 12:32 AM,,,,,,,,0,,,,,firas.qutishat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00i27:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),firas.qutishat,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Update to Fabric 2.0 pins,FABG-834,38804,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,troyronda,troyronda,troyronda,28/Mar/19 2:12 AM,12/Apr/19 12:32 AM,28/Oct/23 3:25 AM,12/Apr/19 12:32 AM,,,,,,,,0,,,"Update third_party and internal to Fabric 2.0 code branch.

This means:
* Update Makefile target versions to latest.
* Run make thirdparty_pin.
* Resolve patching errors.
* Resolve compilation errors.
* Test against current Fabric targets.
* Review newly pinned code.",,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00i2f:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),troyronda,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Detect softhsm2 image existence,FABG-835,38811,,Bug,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,troyronda,troyronda,troyronda,28/Mar/19 4:39 AM,30/Mar/19 12:32 AM,28/Oct/23 3:25 AM,30/Mar/19 12:32 AM,,,,,,,,0,,,The dependencies script should ensure that the required docker images have been built.,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00i3z:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),troyronda,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Prepare for Go Modules,FABG-836,38838,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,bstasyszyn,bstasyszyn,bstasyszyn,29/Mar/19 2:50 AM,29/Mar/19 6:19 AM,28/Oct/23 3:25 AM,29/Mar/19 6:19 AM,,,,,,,,0,,,"As a first step in supporting Go modules, add a go.mod file to the root of the SDK and also make the third_party 'proto' directory a module. (The 'proto' directory should really be exposed as a module directly in Fabric, in which case the SDK wouldn't need to keep a copy.)

As a future task, we should expose more directories as modules (where it makes sense).

 ",,bstasyszyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00i9b:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bstasyszyn,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Update miekg/pkcs11 dependency,FABG-837,38882,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,firas.qutishat,firas.qutishat,firas.qutishat,30/Mar/19 12:06 AM,12/Apr/19 12:32 AM,28/Oct/23 3:25 AM,12/Apr/19 12:32 AM,,,,,,,,0,,,,,firas.qutishat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00iiv:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),firas.qutishat,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Switch populate script to go mod,FABG-838,38884,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,troyronda,troyronda,troyronda,30/Mar/19 3:06 AM,12/Apr/19 12:32 AM,28/Oct/23 3:25 AM,12/Apr/19 12:32 AM,,,,,,,,0,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00ijb:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),troyronda,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Relax Go release version check,FABG-839,38916,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,troyronda,troyronda,troyronda,02/Apr/19 3:04 AM,02/Apr/19 4:41 AM,28/Oct/23 3:25 AM,02/Apr/19 4:41 AM,,,,,,,,0,,,The version checker fails on new Go release versions. Relax the script to only give warnings on release versions.,,JonathanLevi,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00ipj:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),JonathanLevi,troyronda,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Allow Go 1.12,FABG-840,38925,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,troyronda,troyronda,troyronda,02/Apr/19 5:30 AM,12/Apr/19 12:32 AM,28/Oct/23 3:25 AM,12/Apr/19 12:32 AM,,,,,,,,0,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00iqv:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),troyronda,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Fix go.mod file,FABG-841,39012,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,firas.qutishat,firas.qutishat,03/Apr/19 3:04 AM,12/Apr/19 12:32 AM,28/Oct/23 3:25 AM,12/Apr/19 12:32 AM,,,,,,,,0,,,,,firas.qutishat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00j9b:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),firas.qutishat,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
